employee_id,task_id,Task Description,Category,required_skills,employee_skills,skill_match_score,complexity_level,availability,past_performance,suitability_score
E50273,T25107,Develop API endpoints,backend,"['kubernetes', 'wordpress', 'IsolationForest', 'power bi', 'scikit-learn', 'git']","['javascript', 'spark', 'IsolationForest']",0.125,2,0.7121426491790609,0.46170961432008706,0.1767923994507365
E95487,T54569,Automate tests,testing,"['javascript', 'numpy', 'matplotlib', 'mysql']","['scikit-learn', 'seo', 'java']",0.0,3,0.6984167780248633,0.5816118376759272,0.2496522930775856
E40962,T59917,Develop API endpoints,backend,"['python', 'bash', 'node.js', 'tensorflow']","['javascript', 'jenkins']",0.0,3,0.6982171062038587,0.6020299194746339,0.5526505013436911
E19735,T56318,Implement authentication,backend,"['git', 'kafka', 'sap', 'power bi', 'xgboost', 'spring']","['catboost', 'linux', 'java']",0.0,3,0.6701850500763783,0.6357972015289393,0.28773694795699684
E1368,T66487,Optimize cloud costs,cloud,"['flask', 'kubernetes', 'html', 'django']","['prometheus', 'terraform']",0.0,3,0.7975602429150882,0.3645027930401038,0.16294824954236986
E82636,T8511,Implement authentication,backend,"['sap', 'tensorflow', 'kubernetes', 'node.js']",['rest api'],0.0,3,0.7098174715393747,0.7269473336428837,0.2048685482703408
E70240,T51948,Develop API endpoints,backend,"['rest api', 'matplotlib', 'sap', 'big data', 'aws', 'seo', 'linux']",['mysql'],0.0,3,0.7985543638578294,0.6135629234939994,0.2141040600430626
E99958,T77828,Train NLP models,ai/ml,"['linux', 'sap', 'figma', 'prometheus', 'flask']","['postgresql', 'rest api']",0.0,3,0.8096874550568863,0.6431574055310847,0.4498948717714636
E47072,T24945,Optimize frontend performance,frontend,"['rest api', 'pandas', 'IsolationForest', 'wordpress', 'vue', 'html']","['jenkins', 'LSTM']",0.0,3,0.7894836365954767,0.352906458311644,0.025410061422753816
E87598,T48177,Analyze customer churn,data science,"['figma', 'aws', 'jenkins', 'IsolationForest', 'mongodb', 'sap', 'tensorflow']",['jira'],0.0,2,0.6973523550297386,0.7280502810717898,0.5492627712211084
E21729,T94029,Set up CI/CD pipeline,devops,"['grafana', 'vue', 'jira', 'ARIMA', 'spring']",['pandas'],0.0,3,0.7021524864296389,0.4747806191624352,0.07538488299791696
E37320,T21702,Develop ML models,data science,"['sap', 'kubernetes', 'git', 'pytorch', 'spark', 'big data', 'catboost']",['figma'],0.0,3,0.6704836221985949,0.7328608788326918,0.4978418692172415
E34228,T60172,Analyze customer churn,data science,"['spring', 'tensorflow', 'scikit-learn', 'git', 'selenium', 'javascript', 'rest api']","['django', 'postgresql']",0.0,3,0.6894540919180975,0.46348453891009656,0.1956171162041136
E38410,T12920,Develop ML models,data science,"['jenkins', 'grafana', 'salesforce', 'hibernate', 'django', 'kafka', 'python']",['azure'],0.0,3,0.7878023333281744,0.4885435389450006,0.15686578518411315
E67064,T55355,Automate tests,testing,"['node.js', 'spark', 'pytest', 'seo']",['vue'],0.0,3,0.6929439543850414,0.5908054466965003,0.26559294217491636
E40377,T7833,Monitor production systems,devops,"['scikit-learn', 'python', 'matplotlib', 'css', 'pytest', 'spring']",['transformer'],0.0,2,0.6297217897965406,0.4722726929797666,0.36669084283820064
E39606,T15028,Migrate services to Azure,cloud,"['selenium', 'gcp', 'figma', 'aws', 'react']","['terraform', 'power bi']",0.0,2,0.6407847639802864,0.6644527276754119,0.21175434240735963
E77757,T78154,Optimize cloud costs,cloud,"['catboost', 'html', 'mysql', 'jenkins', 'spark']",['postgresql'],0.0,3,0.6912185726919218,0.37981627853562616,0.3121674370336961
E78911,T20365,Optimize cloud costs,cloud,"['postgresql', 'linux', 'tensorflow', 'python', 'jira']","['prometheus', 'pytorch']",0.0,2,0.7455125678584816,0.7145245264554597,0.3990147060381237
E75152,T61388,Perform load testing,testing,"['sap', 'rest api', 'wordpress', 'hibernate']",['big data'],0.0,2,0.8364438515324064,0.6455553344148057,0.47060402110905497
E47791,T51750,Optimize cloud costs,cloud,"['wordpress', 'big data', 'java', 'scikit-learn', 'gcp', 'bash', 'catboost']","['jenkins', 'javascript', 'css']",0.0,2,0.7338974373213504,0.5321575963543996,0.008880680697375604
E79667,T70580,Optimize cloud costs,cloud,"['c++', 'salesforce', 'aws', 'pytest', 'html', 'react']","['kafka', 'IsolationForest']",0.0,3,0.7077424708185032,0.541399837035655,-0.03027711361152788
E88647,T17767,Develop ML models,data science,"['big data', 'mongodb', 'react', 'linux', 'git', 'kafka']",['tensorflow'],0.0,3,0.6831120055929383,0.7050669407343008,0.3011251518559072
E15220,T99782,Optimize frontend performance,frontend,"['pandas', 'catboost', 'grafana', 'jira', 'spark', 'gcp', 'oracle']",['gcp'],0.14285714285714285,3,0.633203685796498,0.35820436354048035,0.32050055830875224
E9516,T81105,Analyze customer churn,data science,"['sap', 'vue', 'jenkins', 'transformer', 'LSTM', 'terraform', 'sql']","['css', 'spark']",0.0,3,0.7714090095401374,0.3906162726789576,-0.06991855866213034
E81612,T45943,Develop recommendation system,ai/ml,"['javascript', 'figma', 'tableau', 'tensorflow', 'pytorch', 'xgboost', 'django']",['hibernate'],0.0,3,0.634454550906629,0.35974094263247514,0.15422148392310656
E75204,T27767,Analyze customer churn,data science,"['python', 'css', 'spark', 'kubernetes', 'hibernate', 'xgboost']","['sql', 'big data', 'git']",0.0,2,0.6531790541855691,0.3700551072538373,-0.030553190725446877
E51920,T14496,Design UI,frontend,"['numpy', 'sap', 'power bi', 'mysql', 'transformer', 'jenkins', 'javascript']",['seo'],0.0,2,0.7079357022412075,0.6841617170397919,0.21961907953711282
E67591,T13501,Optimize cloud costs,cloud,"['git', 'java', 'prometheus', 'microservices', 'spark', 'vue']","['java', 'azure']",0.14285714285714285,2,0.7596758013206653,0.5624673456937941,0.6824473894092359
E58914,T92608,Analyze customer churn,data science,"['rest api', 'sql', 'aws', 'docker', 'vue', 'grafana']","['seo', 'node.js']",0.0,2,0.7476335524621823,0.6849167881368915,0.18436408454058084
E92937,T34565,Migrate services to Azure,cloud,"['angular', 'flask', 'rest api', 'postgresql', 'spring', 'gcp']",['scikit-learn'],0.0,3,0.6503836989522674,0.538635978137151,0.3017449786355953
E69018,T92430,Design UI,frontend,"['spark', 'figma', 'xgboost', 'css', 'pytorch', 'big data', 'aws']",['tensorflow'],0.0,2,0.7115260280340823,0.6702497258407498,0.3641265762779198
E56994,T33637,Develop recommendation system,ai/ml,"['grafana', 'angular', 'linux', 'tableau', 'javascript', 'ARIMA']","['html', 'seo', 'figma']",0.0,3,0.674046034564953,0.6665358826209185,0.2501428505304893
E51858,T20472,Develop recommendation system,ai/ml,"['xgboost', 'javascript', 'html', 'salesforce', 'pytest', 'css']","['kafka', 'pytorch']",0.0,2,0.7282603984858476,0.46324495583075453,0.22941974048557892
E49924,T79610,Develop API endpoints,backend,"['rest api', 'xgboost', 'power bi', 'prometheus', 'mongodb', 'javascript']","['vue', 'seo']",0.0,3,0.7555398350707192,0.5289645615575931,0.20316968161170174
E83978,T52097,Set up CI/CD pipeline,devops,"['tableau', 'mysql', 'javascript', 'flask', 'sql', 'rest api', 'postgresql']","['scikit-learn', 'sap', 'angular']",0.0,2,0.7475783417049748,0.4117328965493393,0.20046424969216212
E27269,T21324,Set up CI/CD pipeline,devops,"['django', 'transformer', 'ARIMA', 'grafana']","['javascript', 'numpy']",0.0,2,0.6824452183095233,0.358074214238543,0.3347854859669898
E59431,T78970,Train NLP models,ai/ml,"['xgboost', 'sap', 'kafka', 'jenkins', 'tableau', 'azure']",['LSTM'],0.0,2,0.6563653306787494,0.7087909156534828,0.4371421223127182
E6177,T59653,Train NLP models,ai/ml,"['catboost', 'spark', 'big data', 'vue', 'oracle']","['seo', 'catboost', 'wordpress']",0.14285714285714285,3,0.782568620495319,0.7147071587148879,0.602898391005025
E92945,T26533,Optimize frontend performance,frontend,"['figma', 'ARIMA', 'azure', 'javascript', 'kubernetes']","['power bi', 'terraform', 'linux']",0.0,2,0.7390452447010075,0.3779903647471049,0.3500103016549514
E32281,T99273,Migrate services to Azure,cloud,"['git', 'figma', 'pandas', 'linux', 'seo', 'xgboost']","['rest api', 'oracle', 'java']",0.0,3,0.6653207179972702,0.635130919465724,0.31853869200727913
E43135,T61584,Optimize cloud costs,cloud,"['docker', 'selenium', 'tableau', 'gcp', 'pandas', 'bash', 'kafka']",['matplotlib'],0.0,2,0.671536660738041,0.47145831768196367,0.42594512008428054
E77873,T38116,Develop ML models,data science,"['spark', 'numpy', 'catboost', 'IsolationForest', 'ARIMA', 'git']",['python'],0.0,2,0.7319849634243935,0.5323772370953415,0.4708969026584206
E4050,T82759,Optimize cloud costs,cloud,"['css', 'sap', 'aws', 'react']",['vue'],0.0,3,0.5440586038554154,0.5599219312287547,0.5392825724145481
E63956,T94312,Monitor production systems,devops,"['power bi', 'vue', 'bash', 'angular']",['terraform'],0.0,3,0.6521595667623623,0.6035508962327114,0.1442034444601763
E95473,T27313,Set up CI/CD pipeline,devops,"['numpy', 'mysql', 'git', 'pytest']","['catboost', 'scikit-learn', 'salesforce']",0.0,3,0.736959458637177,0.40100626362021696,0.17888343155513348
E95145,T80264,Analyze customer churn,data science,"['bash', 'prometheus', 'spark', 'pandas', 'pytorch', 'node.js', 'oracle']","['javascript', 'IsolationForest']",0.0,2,0.6985573547722765,0.6993144819707782,0.063964161495241
E92159,T43158,Automate tests,testing,"['xgboost', 'seo', 'pytorch', 'java']",['react'],0.0,3,0.7007906939993382,0.6471752935328412,0.20522862835741296
E21449,T87092,Develop API endpoints,backend,"['bash', 'pandas', 'vue', 'oracle', 'sql']",['xgboost'],0.0,3,0.7223590233934505,0.7464536632590989,0.42441659263887455
E74230,T19154,Set up CI/CD pipeline,devops,"['oracle', 'spring', 'transformer', 'sap']","['git', 'c++']",0.0,2,0.5742910409267141,0.7443172389102676,0.35789847734297675
E33915,T86106,Develop API endpoints,backend,"['IsolationForest', 'node.js', 'aws', 'seo', 'hibernate']","['kafka', 'xgboost']",0.0,3,0.8590811707059625,0.6091955524991647,0.03902728872898392
E56575,T4964,Automate tests,testing,"['salesforce', 'azure', 'gcp', 'seo', 'git', 'IsolationForest', 'pandas']","['ARIMA', 'c++']",0.0,3,0.7345804295010326,0.5553371046922383,0.24521548754164252
E35796,T30701,Develop API endpoints,backend,"['matplotlib', 'angular', 'flask', 'pytest', 'IsolationForest', 'aws', 'scikit-learn']","['power bi', 'tensorflow', 'oracle']",0.0,3,0.6193829025809227,0.39889122375558916,0.28426326766907895
E41370,T15177,Set up CI/CD pipeline,devops,"['microservices', 'jenkins', 'linux', 'bash', 'grafana', 'figma', 'spring']","['catboost', 'selenium']",0.0,3,0.733761146206161,0.4745293700951303,0.011390647979837354
E65982,T80879,Develop API endpoints,backend,"['jenkins', 'grafana', 'LSTM', 'aws']",['sql'],0.0,3,0.7012697640978058,0.4162440600345224,0.3011156660177391
E48106,T17063,Implement authentication,backend,"['css', 'grafana', 'xgboost', 'numpy', 'sap', 'angular']","['docker', 'sap', 'aws']",0.125,2,0.6276852082169033,0.7093544583963298,0.43833843927704075
E30174,T12545,Develop recommendation system,ai/ml,"['figma', 'pandas', 'gcp', 'java', 'grafana', 'numpy', 'bash']","['IsolationForest', 'salesforce']",0.0,3,0.7331331845304273,0.723859203394444,0.28121752176843773
E90980,T45859,Set up CI/CD pipeline,devops,"['rest api', 'selenium', 'kubernetes', 'postgresql']","['sap', 'azure']",0.0,3,0.6738742826162905,0.46560636520484433,0.36872674985167786
E83269,T86714,Set up CI/CD pipeline,devops,"['microservices', 'mongodb', 'javascript', 'vue']",['sql'],0.0,2,0.7793442464797331,0.4318386947705525,0.4135531091047203
E59666,T71053,Develop recommendation system,ai/ml,"['css', 'LSTM', 'node.js', 'tableau', 'html']",['flask'],0.0,3,0.7446972877624596,0.6118023250739124,0.3383442104408984
E52888,T55870,Design UI,frontend,"['linux', 'terraform', 'kafka', 'django', 'spring', 'pytorch']",['figma'],0.0,2,0.6867768387826799,0.3562717175819736,0.2462882486821265
E49295,T29872,Optimize frontend performance,frontend,"['pytest', 'rest api', 'jira', 'pandas']",['spark'],0.0,3,0.6232333596682326,0.5321622538952298,0.43499609214613844
E88583,T8127,Develop ML models,data science,"['python', 'jira', 'oracle', 'catboost']","['xgboost', 'selenium']",0.0,3,0.7442155551545173,0.6722571981388882,0.4184047330805611
E70189,T19173,Monitor production systems,devops,"['sap', 'salesforce', 'linux', 'django', 'angular', 'html', 'transformer']","['xgboost', 'jenkins']",0.0,2,0.7527057635699091,0.5154212334547699,0.28358630307350413
E13909,T17738,Monitor production systems,devops,"['pytorch', 'big data', 'postgresql', 'python', 'LSTM']","['microservices', 'salesforce']",0.0,3,0.5779091984248018,0.68643546986103,0.06981671486236443
E37473,T40694,Set up CI/CD pipeline,devops,"['wordpress', 'aws', 'grafana', 'flask']","['vue', 'kafka']",0.0,2,0.6787614893765874,0.5526879938269349,0.4379990713886514
E72368,T42407,Implement authentication,backend,"['figma', 'mysql', 'pytorch', 'seo', 'microservices', 'react', 'pandas']","['terraform', 'oracle']",0.0,3,0.6699276100087469,0.5245538212147689,0.24356855522986068
E47280,T49245,Develop recommendation system,ai/ml,"['azure', 'gcp', 'ARIMA', 'bash']","['html', 'aws']",0.0,3,0.591959655325796,0.672692639478799,0.2719646118959113
E74654,T86372,Train NLP models,ai/ml,"['catboost', 'selenium', 'rest api', 'grafana']",['gcp'],0.0,2,0.615248218020068,0.7057265457037984,0.13810206816516274
E43900,T69349,Perform load testing,testing,"['spark', 'oracle', 'gcp', 'figma', 'java']","['kubernetes', 'prometheus', 'jira']",0.0,3,0.756812832862149,0.5930744553023094,0.08422655452070119
E57286,T17503,Develop ML models,data science,"['flask', 'xgboost', 'jenkins', 'IsolationForest']","['pandas', 'tensorflow']",0.0,2,0.7684231041827239,0.7390572863669793,0.48812059931264185
E25756,T98437,Analyze customer churn,data science,"['docker', 'gcp', 'ARIMA', 'oracle', 'tensorflow', 'scikit-learn', 'tableau']","['spark', 'IsolationForest', 'azure']",0.0,2,0.7182608571130871,0.5157792903676421,0.35210034705596416
E8705,T11996,Monitor production systems,devops,"['catboost', 'mysql', 'mongodb', 'c++', 'matplotlib', 'kafka']","['LSTM', 'jira']",0.0,3,0.681713393497399,0.5221875522889146,-0.16367606595998646
E68002,T53578,Design UI,frontend,"['microservices', 'django', 'power bi', 'sap']","['javascript', 'kubernetes']",0.0,3,0.6279909020530728,0.4807900712275104,0.2781986018307255
E36885,T4115,Optimize cloud costs,cloud,"['matplotlib', 'flask', 'salesforce', 'java', 'gcp', 'postgresql', 'microservices']",['hibernate'],0.0,2,0.6851469932165718,0.5687933047416386,0.27793134019375326
E49793,T4646,Monitor production systems,devops,"['catboost', 'pytest', 'git', 'jenkins', 'numpy']","['javascript', 'sap']",0.0,3,0.651624800252814,0.6683341096569548,0.07313989232328255
E42114,T89018,Perform load testing,testing,"['matplotlib', 'rest api', 'html', 'catboost', 'ARIMA', 'pytest']",['microservices'],0.0,2,0.6752920411093364,0.6897958880820225,0.5536421192895199
E53523,T71085,Develop recommendation system,ai/ml,"['django', 'power bi', 'angular', 'sql', 'pytorch', 'html', 'javascript']",['sap'],0.0,2,0.6174239283064569,0.722241580513418,0.49953532047916377
E70255,T49512,Implement authentication,backend,"['bash', 'grafana', 'hibernate', 'kafka', 'mysql', 'rest api', 'kubernetes']","['javascript', 'html']",0.0,2,0.6773725235039938,0.6854138325774574,0.1524737556348329
E47498,T88055,Implement authentication,backend,"['spring', 'ARIMA', 'sql', 'microservices']",['pytorch'],0.0,3,0.7105058858098477,0.5087899348845069,0.3113534916435994
E91696,T6232,Analyze customer churn,data science,"['gcp', 'pandas', 'hibernate', 'grafana', 'LSTM', 'transformer', 'sap']","['bash', 'tensorflow', 'rest api']",0.0,2,0.6705752264615146,0.6857004259920301,0.3645985104537794
E35163,T77588,Automate tests,testing,"['pytorch', 'flask', 'angular', 'tensorflow']",['grafana'],0.0,3,0.7084651402462395,0.4917649459892708,0.12363778092167266
E26915,T73301,Monitor production systems,devops,"['angular', 'jira', 'pytorch', 'postgresql', 'java']",['spring'],0.0,3,0.7046524274522664,0.5285197723998717,0.05106800308254103
E57480,T22033,Automate tests,testing,"['react', 'c++', 'jenkins', 'scikit-learn']","['prometheus', 'grafana', 'docker']",0.0,3,0.7508361012347475,0.4488681539804339,0.22031609673248675
E4382,T48468,Train NLP models,ai/ml,"['git', 'css', 'big data', 'python', 'azure', 'react', 'wordpress']","['linux', 'tableau']",0.0,3,0.7036532827849168,0.3973555653186417,0.031479050961951
E44751,T82766,Perform load testing,testing,"['spark', 'javascript', 'seo', 'jira']","['kafka', 'docker']",0.0,3,0.6974488873213925,0.6033097038490998,-0.05826162464065271
E26129,T15020,Design UI,frontend,"['mysql', 'sap', 'ARIMA', 'java']","['linux', 'angular']",0.0,3,0.6020652585053858,0.47300860050948035,-0.009559529381764659
E65545,T31224,Automate tests,testing,"['django', 'IsolationForest', 'spring', 'jira', 'microservices', 'oracle', 'node.js']",['django'],0.14285714285714285,3,0.6687025549308914,0.6810074662085123,0.34694141080594487
E62204,T98003,Optimize frontend performance,frontend,"['kafka', 'django', 'flask', 'rest api', 'ARIMA', 'css']",['python'],0.0,3,0.6638128443161505,0.5955166507144766,0.18554921374905525
E44199,T76172,Migrate services to Azure,cloud,"['pytorch', 'django', 'catboost', 'vue', 'python', 'wordpress', 'spark']","['power bi', 'flask', 'tensorflow']",0.0,3,0.6605029606201908,0.7036634497992584,0.1830237953647189
E7889,T51213,Set up CI/CD pipeline,devops,"['prometheus', 'scikit-learn', 'kubernetes', 'jenkins']","['javascript', 'bash', 'figma']",0.0,3,0.666165466506434,0.4328888450495897,0.10218909432214968
E93082,T18281,Optimize frontend performance,frontend,"['html', 'scikit-learn', 'react', 'docker', 'oracle']","['figma', 'javascript', 'kafka']",0.0,3,0.6292671710496787,0.44695134351742605,0.09865566618141088
E1980,T67776,Implement authentication,backend,"['numpy', 'postgresql', 'matplotlib', 'git', 'hibernate']","['xgboost', 'tensorflow', 'django']",0.0,3,0.6246335321885483,0.6276574048827939,0.12141134778712229
E78158,T61380,Migrate services to Azure,cloud,"['html', 'rest api', 'tensorflow', 'pytest', 'azure', 'docker']","['kafka', 'java']",0.0,3,0.7020622958108086,0.680294466200031,0.19433946984707828
E44514,T23378,Develop ML models,data science,"['html', 'java', 'seo', 'python']","['ARIMA', 'microservices']",0.0,3,0.7585321150998471,0.4104739031931147,0.25655418933315643
E6812,T44666,Develop recommendation system,ai/ml,"['java', 'prometheus', 'jenkins', 'git', 'sql']","['javascript', 'numpy']",0.0,3,0.7489089672147126,0.7204313586695416,0.19617338051916938
E42087,T3860,Monitor production systems,devops,"['sap', 'sql', 'selenium', 'numpy', 'figma', 'postgresql', 'power bi']",['kafka'],0.0,2,0.6960189171454318,0.3605849867632017,0.07640382100937945
E66853,T21847,Monitor production systems,devops,"['aws', 'tableau', 'tensorflow', 'LSTM', 'wordpress', 'rest api', 'figma']","['docker', 'xgboost']",0.0,3,0.6771769401497661,0.3559131963837622,0.2867079496965935
E76860,T45121,Migrate services to Azure,cloud,"['pytest', 'kubernetes', 'react', 'jenkins']",['html'],0.0,2,0.7793233503050392,0.5747619368900497,0.24922567148150257
E4391,T88121,Set up CI/CD pipeline,devops,"['java', 'terraform', 'spark', 'microservices', 'grafana', 'prometheus']",['rest api'],0.0,3,0.6709947983656761,0.6900190037405501,0.135473237146572
E77253,T47825,Design UI,frontend,"['flask', 'spark', 'selenium', 'kubernetes', 'rest api']","['linux', 'react']",0.0,3,0.7580550008531436,0.6800565420510496,0.2201666210029276
E5750,T7993,Automate tests,testing,"['angular', 'rest api', 'jira', 'matplotlib', 'aws', 'postgresql']",['bash'],0.0,2,0.7060043393377121,0.5903064789690855,0.17174614585146483
E21289,T53637,Train NLP models,ai/ml,"['big data', 'scikit-learn', 'java', 'node.js', 'mongodb', 'bash', 'python']","['transformer', 'rest api', 'salesforce']",0.0,3,0.7341685245432468,0.4661967667189302,0.15864030373373214
E32820,T4825,Set up CI/CD pipeline,devops,"['c++', 'big data', 'ARIMA', 'aws']","['transformer', 'tableau']",0.0,3,0.67416856953427,0.42279613995647036,0.1885434363064544
E79016,T75184,Design UI,frontend,"['vue', 'spark', 'azure', 'mongodb']","['figma', 'angular']",0.0,2,0.6875597667708446,0.5531839015933488,-0.005134357753619895
E37162,T3320,Analyze customer churn,data science,"['seo', 'mysql', 'microservices', 'tensorflow', 'java']","['big data', 'figma']",0.0,3,0.7161026514637837,0.5469609437830901,0.14170052695507976
E20900,T2042,Train NLP models,ai/ml,"['scikit-learn', 'selenium', 'wordpress', 'catboost']","['tensorflow', 'oracle']",0.0,3,0.6802947552603733,0.362960612458025,-0.06034786029349193
E5622,T97726,Implement authentication,backend,"['postgresql', 'aws', 'javascript', 'git', 'catboost', 'tableau', 'vue']","['bash', 'oracle']",0.0,3,0.7901320887183785,0.463490026195695,0.18510764516744505
E83847,T12046,Develop ML models,data science,"['django', 'bash', 'mysql', 'docker', 'tensorflow', 'spring', 'catboost']",['LSTM'],0.0,3,0.6563559604259926,0.572134266151876,0.4470503198424607
E41762,T44379,Analyze customer churn,data science,"['scikit-learn', 'oracle', 'linux', 'LSTM']","['python', 'vue']",0.0,3,0.7217090830734592,0.5355408317261432,0.28543866514412836
E6790,T57301,Migrate services to Azure,cloud,"['azure', 'docker', 'sap', 'wordpress']",['rest api'],0.0,3,0.7581046611698261,0.3789941886426186,0.2451882670823367
E99627,T60229,Develop recommendation system,ai/ml,"['mongodb', 'linux', 'node.js', 'power bi', 'tableau', 'numpy', 'python']","['django', 'LSTM']",0.0,3,0.6986525338050762,0.4617718114891939,0.30324533074913795
E18750,T31509,Train NLP models,ai/ml,"['selenium', 'hibernate', 'html', 'catboost']","['wordpress', 'angular']",0.0,2,0.6085307303371696,0.4660236371032287,0.041749348587802854
E91517,T17944,Implement authentication,backend,"['postgresql', 'figma', 'kubernetes', 'spark']","['ARIMA', 'bash', 'jira']",0.0,3,0.6220178253262997,0.7104321734774984,0.4202707862901788
E17453,T28748,Develop ML models,data science,"['tableau', 'salesforce', 'prometheus', 'react', 'mysql']","['vue', 'scikit-learn', 'linux']",0.0,2,0.7462577003228936,0.7439238468420489,0.5480835785210634
E12809,T39169,Develop API endpoints,backend,"['jenkins', 'jira', 'figma', 'react', 'power bi', 'selenium', 'xgboost']","['pytest', 'html']",0.0,3,0.6605560973510652,0.4081902484724359,0.2498121118765414
E75784,T27947,Develop API endpoints,backend,"['xgboost', 'sql', 'linux', 'hibernate', 'html']","['scikit-learn', 'gcp']",0.0,3,0.6911787985005597,0.6384376352230601,0.3836679376165953
E42157,T85550,Develop API endpoints,backend,"['mysql', 'microservices', 'jenkins', 'sql', 'spring', 'javascript']",['oracle'],0.0,2,0.6799831777174481,0.7034914302273694,0.23270927870337865
E73485,T75009,Train NLP models,ai/ml,"['xgboost', 'linux', 'node.js', 'azure']","['kafka', 'mongodb']",0.0,3,0.7370965410150657,0.5927790490987913,0.4362852698614563
E33758,T54557,Set up CI/CD pipeline,devops,"['tensorflow', 'css', 'tableau', 'bash', 'jenkins', 'rest api']","['mongodb', 'flask']",0.0,3,0.7467171199124819,0.40560423984320193,0.2192630573523376
E79485,T18699,Develop recommendation system,ai/ml,"['java', 'linux', 'mongodb', 'html']","['kafka', 'docker']",0.0,3,0.6653875742742438,0.6266618393376294,0.415770019228481
E35799,T92127,Develop ML models,data science,"['scikit-learn', 'tensorflow', 'prometheus', 'kafka', 'catboost']",['postgresql'],0.0,3,0.6222559986824998,0.3873561395498082,0.04843109773263321
E27579,T54622,Develop recommendation system,ai/ml,"['sql', 'spark', 'grafana', 'power bi', 'css', 'javascript']",['salesforce'],0.0,3,0.7506254162179766,0.5558493864623,0.33113725469387134
E5875,T15968,Optimize cloud costs,cloud,"['spring', 'css', 'IsolationForest', 'html']",['pandas'],0.0,3,0.796959934329145,0.6243891661752494,0.3021533928564507
E20003,T31665,Train NLP models,ai/ml,"['gcp', 'tableau', 'git', 'numpy', 'aws', 'kafka']","['angular', 'azure']",0.0,3,0.6680593452859228,0.7177308807507893,0.27985557143947964
E79005,T31019,Train NLP models,ai/ml,"['bash', 'node.js', 'angular', 'postgresql', 'IsolationForest']","['wordpress', 'aws']",0.0,2,0.6558132864510237,0.4443775974466284,0.15357488941676498
E44718,T52286,Optimize cloud costs,cloud,"['jira', 'kubernetes', 'pandas', 'docker']",['salesforce'],0.0,3,0.7566389674437279,0.45225065477229676,0.24947364589024823
E19633,T27422,Automate tests,testing,"['react', 'scikit-learn', 'jenkins', 'node.js', 'ARIMA', 'pandas', 'gcp']",['pytorch'],0.0,3,0.6838092228759945,0.5147152025844147,0.035195285621611005
E64490,T26212,Train NLP models,ai/ml,"['pandas', 'figma', 'matplotlib', 'pytest', 'kafka', 'prometheus']","['rest api', 'sap']",0.0,3,0.6748845454369671,0.43294307540527033,0.31367787834072
E25427,T94582,Analyze customer churn,data science,"['oracle', 'html', 'big data', 'power bi', 'transformer']","['IsolationForest', 'mysql']",0.0,3,0.7857374322927072,0.5156063620249423,0.16659813223060632
E10426,T86695,Perform load testing,testing,"['tensorflow', 'jenkins', 'vue', 'big data']","['spring', 'sql']",0.0,2,0.6971124310646001,0.512426811282145,0.19659932605846486
E52373,T21852,Design UI,frontend,"['docker', 'jenkins', 'tableau', 'aws', 'tensorflow', 'pandas', 'angular']",['mysql'],0.0,3,0.7481725165531308,0.6335759247491994,0.3776323070084582
E11254,T4805,Monitor production systems,devops,"['pytorch', 'catboost', 'react', 'gcp', 'jenkins', 'angular', 'seo']","['rest api', 'spring']",0.0,3,0.7356268807389219,0.6525210850831233,0.3269634488213805
E81609,T81901,Perform load testing,testing,"['ARIMA', 'terraform', 'salesforce', 'figma']",['azure'],0.0,2,0.6696027209090856,0.5954215259047893,0.28568025809484754
E55330,T82857,Develop API endpoints,backend,"['git', 'linux', 'react', 'kafka']","['gcp', 'wordpress', 'sql']",0.0,3,0.6904630813460347,0.45175952495250493,0.048429537837052394
E83983,T87427,Perform load testing,testing,"['wordpress', 'salesforce', 'figma', 'scikit-learn', 'html', 'jenkins', 'css']","['mongodb', 'react']",0.0,2,0.6943105495333473,0.5446079317647692,0.4902621542336284
E60047,T87998,Optimize cloud costs,cloud,"['jenkins', 'oracle', 'postgresql', 'vue']","['flask', 'grafana']",0.0,2,0.8043220751200717,0.39861103713898594,0.2412790858436872
E73928,T86295,Implement authentication,backend,"['pytest', 'pandas', 'docker', 'microservices', 'gcp', 'matplotlib', 'aws']","['big data', 'catboost', 'ARIMA']",0.0,3,0.7150745380437913,0.42977039195505773,-0.009102362085764815
E3922,T78476,Train NLP models,ai/ml,"['spark', 'ARIMA', 'power bi', 'pandas', 'mysql', 'salesforce', 'tensorflow']","['big data', 'LSTM']",0.0,2,0.618436621498442,0.7493092656005804,0.5114861716604238
E35979,T13982,Analyze customer churn,data science,"['rest api', 'jenkins', 'terraform', 'sap', 'xgboost']",['pandas'],0.0,3,0.7491861331109653,0.45933077344567586,0.036962536679003566
E88105,T46744,Monitor production systems,devops,"['kafka', 'pytest', 'spring', 'wordpress', 'kubernetes', 'python', 'html']","['gcp', 'wordpress']",0.125,3,0.755816314590558,0.7289490398279741,0.37103637976763315
E87347,T46743,Develop ML models,data science,"['node.js', 'seo', 'selenium', 'big data', 'django']","['catboost', 'wordpress']",0.0,2,0.7621773339911841,0.610098117043046,0.16317480399397163
E18877,T99051,Analyze customer churn,data science,"['salesforce', 'bash', 'wordpress', 'aws', 'transformer']","['matplotlib', 'tableau']",0.0,3,0.7106153221582309,0.5221170363775499,0.20815085461662228
